# model_identity.py - zero-trust per-tensor forensic listing
# generated: 2026-09-24T07:58:09+00:00
# scheme: sha256 prefix = first 16 hex chars of per-tensor sha256 (key|dtype|shape|raw_bytes); raw prefix = sha256(raw_bytes only)
#
# CKPT tensors (checkpoint state dict, hashed from loaded bytes)
TYPE	KEY	SHAPE	NUMEL	DTYPE	SHA256_16	RAW_SHA256_16
EXPORT	model.layers.6.mlp.down_proj.weight	[768,3072]	2359296	F32	[305217536, 314654720]	23184cb7a3c98899
EXPORT	model.layers.6.mlp.gate_proj.weight	[3072,768]	2359296	F32	[314654720, 324091904]	6001a8f86ef89978
EXPORT	model.layers.6.mlp.up_proj.weight	[3072,768]	2359296	F32	[324091904, 333529088]	020a3c99f4e1b5f8
EXPORT	model.layers.6.post_attention_layernorm.weight	[768]	768	F32	[333529088, 333532160]	cfa5127f6e475e2b
EXPORT	model.layers.6.self_attn.k_proj.bias	[256]	256	F32	[333532160, 333533184]	2766610e29af2ade
EXPORT	model.layers.6.self_attn.k_proj.weight	[256,768]	196608	F32	[333533184, 334319616]	6f360e281d74f693
EXPORT	model.layers.6.self_attn.o_proj.weight	[768,768]	589824	F32	[334319616, 336678912]	89e6e8887283a362
EXPORT	model.layers.6.self_attn.q_proj.bias	[768]	768	F32	[336678912, 336681984]	4c8748e5daef0d6a
EXPORT	model.layers.6.self_attn.q_proj.weight	[768,768]	589824	F32	[336681984, 339041280]	23bc4b19b425d59e
EXPORT	model.layers.6.self_attn.v_proj.bias	[256]	256	F32	[339041280, 339042304]	7513747749303d65
EXPORT	model.layers.6.self_attn.v_proj.weight	[256,768]	196608	F32	[339042304, 339828736]	10aeb8a5397fc628
EXPORT	model.layers.7.input_layernorm.weight	[768]	768	F32	[339828736, 339831808]	515fdffe928f5c45
EXPORT	model.layers.7.mlp.down_proj.weight	[768,3072]	2359296	F32	[339831808, 349268992]	103db3d68176f7d8
EXPORT	model.layers.7.mlp.gate_proj.weight	[3072,768]	2359296	F32	[349268992, 358706176]	2a902454b26af719
EXPORT	model.layers.7.mlp.up_proj.weight	[3072,768]	2359296	F32	[358706176, 368143360]	ddef5bc8ea76d2b7
EXPORT	model.layers.7.post_attention_layernorm.weight	[768]	768	F32	[368143360, 368146432]	2c18558a9e64a796
EXPORT	model.layers.7.self_attn.k_proj.bias	[256]	256	F32	[368146432, 368147456]	0a584e4a30967cc3
EXPORT	model.layers.7.self_attn.k_proj.weight	[256,768]	196608	F32	[368147456, 368933888]	bc38158199580122
EXPORT	model.layers.7.self_attn.o_proj.weight	[768,768]	589824	F32	[368933888, 371293184]	0ba9a2608be296dc
EXPORT	model.layers.7.self_attn.q_proj.bias	[768]	768	F32	[371293184, 371296256]	869fce2de27777c6
EXPORT	model.layers.7.self_attn.q_proj.weight	[768,768]	589824	F32	[371296256, 373655552]	74b5fa7b9c9d4b12
EXPORT	model.layers.7.self_attn.v_proj.bias	[256]	256	F32	[373655552, 373656576]	577df5f3e4cd3016
EXPORT	model.layers.7.self_attn.v_proj.weight	[256,768]	196608	F32	[373656576, 374443008]	35854d8c5f4a93ff
EXPORT	model.layers.8.input_layernorm.weight	[768]	768	F32	[374443008, 374446080]	9ea73083cb981d6d
EXPORT	model.layers.8.mlp.down_proj.weight	[768,3072]	2359296	F32	[374446080, 383883264]	739de2a426dfd574
EXPORT	model.layers.8.mlp.gate_proj.weight	[3072,768]	2359296	F32	[383883264, 393320448]	d4f45ce4c5f15669
EXPORT	model.layers.8.mlp.up_proj.weight	[3072,768]	2359296	F32	[393320448, 402757632]	448234685008328d
EXPORT	model.layers.8.post_attention_layernorm.weight	[768]	768	F32	[402757632, 402760704]	1b36992cd41978f3
EXPORT	model.layers.8.self_attn.k_proj.bias	[256]	256	F32	[402760704, 402761728]	1b768852e1198e27
EXPORT	model.layers.8.self_attn.k_proj.weight	[256,768]	196608	F32	[402761728, 403548160]	60cba548acffd6ea
EXPORT	model.layers.8.self_attn.o_proj.weight	[768,768]	589824	F32	[403548160, 405907456]	f84bccd3e0875290
EXPORT	model.layers.8.self_attn.q_proj.bias	[768]	768	F32	[405907456, 405910528]	d4f7b1a249ff3e86
EXPORT	model.layers.8.self_attn.q_proj.weight	[768,768]	589824	F32	[405910528, 408269824]	a3baa8e9cbb7e36d
EXPORT	model.layers.8.self_attn.v_proj.bias	[256]	256	F32	[408269824, 408270848]	b53c29193e15d7d9
EXPORT	model.layers.8.self_attn.v_proj.weight	[256,768]	196608	F32	[408270848, 409057280]	c170ad397410e70e
EXPORT	model.layers.9.input_layernorm.weight	[768]	768	F32	[409057280, 409060352]	5d6185f2b8037147
EXPORT	model.layers.9.mlp.down_proj.weight	[768,3072]	2359296	F32	[409060352, 418497536]	560f07a5745f3c47
EXPORT	model.layers.9.mlp.gate_proj.weight	[3072,768]	2359296	F32	[418497536, 427934720]	7f755828095cf7fb
EXPORT	model.layers.9.mlp.up_proj.weight	[3072,768]	2359296	F32	[427934720, 437371904]	c58314f252ba42bf
EXPORT	model.layers.9.post_attention_layernorm.weight	[768]	768	F32	[437371904, 437374976]	59a64056c5be07bd
EXPORT	model.layers.9.self_attn.k_proj.bias	[256]	256	F32	[437374976, 437376000]	cca4ee6e74d37d4e
EXPORT	model.layers.9.self_attn.k_proj.weight	[256,768]	196608	F32	[437376000, 438162432]	4d3d23563f457441
EXPORT	model.layers.9.self_attn.o_proj.weight	[768,768]	589824	F32	[438162432, 440521728]	21884c72fdda25d7
EXPORT	model.layers.9.self_attn.q_proj.bias	[768]	768	F32	[440521728, 440524800]	61963334f511efeb
EXPORT	model.layers.9.self_attn.q_proj.weight	[768,768]	589824	F32	[440524800, 442884096]	05b1e9180e5035a8
EXPORT	model.layers.9.self_attn.v_proj.bias	[256]	256	F32	[442884096, 442885120]	d4c9182b7fee251a
EXPORT	model.layers.9.self_attn.v_proj.weight	[256,768]	196608	F32	[442885120, 443671552]	75dff73ae13f9d9c
EXPORT	model.norm.weight	[768]	768	F32	[443671552, 443674624]	1464e1566ac4ff7a
