,Completed
720575940609027523,True
720575940609038660,True
720575940609043804,True
720575940609061188,True
720575940609070531,True
720575940609080412,True
720575940609092700,True
720575940609104137,True
720575940609114436,True
720575940609123267,True
720575940609133269,True
720575940609143672,True
720575940609154517,True
720575940609164242,True
720575940609174392,True
720575940609183427,True
720575940609191177,True
720575940609201163,True
720575940609213705,True
720575940609221845,True
720575940609228809,True
720575940609234371,True
720575940609241045,True
720575940609246300,True
720575940609256540,True
720575940609261916,True
720575940609268491,True
720575940609275331,True
720575940609284728,True
720575940609290435,True
720575940609298901,True
720575940609304668,True
720575940609310300,True
720575940609314755,True
720575940609319516,True
720575940609328853,True
720575940609341809,True
720575940609347523,True
720575940609351875,True
720575940609360686,True
720575940609366467,True
720575940609375580,True
720575940609381899,True
720575940609387618,True
720575940609394524,True
720575940609406933,True
720575940609414468,True
720575940609423299,True
720575940609436099,True
720575940609442569,True
720575940609453763,True
720575940609461001,True
720575940609469794,True
720575940609480459,True
720575940609486787,True
720575940609493880,True
720575940609499086,True
720575940609510921,True
720575940609521673,True
720575940609531913,True
720575940609541917,True
720575940609553476,True
720575940609561208,True
720575940609568011,True
720575940609576459,True
720575940609586645,True
720575940609597379,True
720575940609604875,True
720575940609616579,True
720575940609623253,True
720575940609633582,True
720575940609644498,True
720575940609648942,True
720575940609656689,True
720575940609663812,True
720575940609671470,True
720575940609681732,True
720575940609694729,True
720575940609705678,True
720575940609713587,True
720575940609718084,True
720575940609722121,True
720575940609733387,True
720575940609739869,True
720575940609747780,True
720575940609758217,True
720575940609764818,True
720575940609769941,True
720575940609776085,True
720575940609782485,True
720575940609790987,True
720575940609799470,True
720575940609806293,True
720575940609813624,True
720575940609824777,True
720575940609831893,True
720575940609836898,True
720575940609849298,True
720575940609856324,True
720575940609865739,True
720575940609871371,True
720575940609881749,True
720575940609892164,True
720575940609898308,True
720575940609905476,True
720575940609912587,True
720575940609924875,True
720575940609930052,True
720575940609935918,True
720575940609941653,True
720575940609948114,True
720575940609959010,True
720575940609967940,True
720575940609975854,True
720575940609981123,True
720575940609991236,True
720575940610000964,True
720575940610008003,True
720575940610018266,True
720575940610031578,True
720575940610040538,True
720575940610047698,True
720575940610055982,True
720575940610063918,True
720575940610072388,True
720575940610079683,True
720575940610088922,True
720575940610100466,True
720575940610106834,True
720575940610113905,True
720575940610121625,True
720575940610133955,True
720575940610140378,True
720575940610148676,True
720575940610160357,True
720575940610170586,True
720575940610178417,True
720575940610184049,True
720575940610191795,True
720575940610199781,True
720575940610206387,True
720575940610210372,True
720575940610215875,True
720575940610221507,True
720575940610228344,True
720575940610234325,True
720575940610239608,True
720575940610254275,True
720575940610260804,True
720575940610269508,True
720575940610278724,True
720575940610287299,True
720575940610293572,True
720575940610303857,True
720575940610311025,True
720575940610318450,True
720575940610325038,True
720575940610335698,True
720575940610343236,True
720575940610352590,True
720575940610359650,True
720575940610369378,True
720575940610377028,True
720575940610382771,True
720575940610389458,True
720575940610395354,True
720575940610399427,True
720575940610408643,True
720575940610414787,True
720575940610421060,True
720575940610426517,True
720575940610432485,True
720575940610438898,True
720575940610445922,True
720575940610455781,True
720575940610464195,True
720575940610471522,True
720575940610477425,True
720575940610483930,True
720575940610488213,True
720575940610493809,True
720575940610500035,True
720575940610505621,True
720575940610509251,True
720575940610518770,True
720575940610524339,True
720575940610532757,True
720575940610537678,True
720575940610545561,True
720575940610555716,True
720575940610563448,True
720575940610579093,True
720575940610584184,True
720575940610588057,True
720575940610599603,True
720575940610605614,True
720575940610612337,True
720575940610621816,True
720575940610626162,True
720575940610634962,True
720575940610640357,True
720575940610647210,True
720575940610652002,True
720575940610658658,True
720575940610665336,True
720575940610670250,True
720575940610678392,True
720575940610684586,True
720575940610692142,True
720575940610697006,True
720575940610703406,True
720575940610710130,True
720575940610715746,True
720575940610721604,True
720575940610728178,True
720575940610734229,True
720575940610739502,True
720575940610744110,True
720575940610753230,True
720575940610757859,True
720575940610763896,True
720575940610769506,True
720575940610774897,True
720575940610783125,True
720575940610797102,True
720575940610802990,True
720575940610811746,True
720575940610816881,True
720575940610824214,True
720575940610835922,True
720575940610846306,True
720575940610856874,True
720575940610865614,True
720575940610872418,True
720575940610880324,True
720575940610888056,True
720575940610895314,True
720575940610899349,True
720575940610903250,True
720575940610906722,True
720575940610909816,True
720575940610918350,True
720575940610925266,True
720575940610933458,True
720575940610938322,True
720575940610944098,True
720575940610951748,True
720575940610957778,True
720575940610964946,True
720575940610970842,True
720575940610977746,True
720575940610981362,True
720575940610984516,True
720575940610990821,True
720575940610998136,True
720575940611006418,True
720575940611012194,True
720575940611015859,True
720575940611025784,True
720575940611032530,True
720575940611040866,True
720575940611048306,True
720575940611052642,True
720575940611058611,True
720575940611067716,True
720575940611074116,True
720575940611080410,True
720575940611085358,True
720575940611089220,True
720575940611091524,True
720575940611097554,True
720575940611102577,True
720575940611110468,True
720575940611114389,True
720575940611119578,True
720575940611124856,True
720575940611130744,True
720575940611137979,True
720575940611145682,True
720575940611153870,True
720575940611159762,True
720575940611164770,True
720575940611171426,True
720575940611176362,True
720575940611182554,True
720575940611192526,True
720575940611197538,True
720575940611205074,True
720575940611209109,True
720575940611212441,True
720575940611216226,True
720575940611220116,True
720575940611227029,True
720575940611233234,True
720575940611242137,True
720575940611249528,True
720575940611254681,True
720575940611261170,True
720575940611266709,True
720575940611274981,True
720575940611284659,True
720575940611290354,True
720575940611295790,True
720575940611299793,True
720575940611305365,True
720575940611314602,True
720575940611327129,True
720575940611332722,True
720575940611339566,True
720575940611345331,True
720575940611351193,True
720575940611354597,True
720575940611361941,True
720575940611367282,True
720575940611374434,True
720575940611378274,True
720575940611383394,True
720575940611391694,True
720575940611397166,True
720575940611400470,True
720575940611406042,True
720575940611413858,True
720575940611419414,True
720575940611423842,True
720575940611428398,True
720575940611435054,True
720575940611439587,True
720575940611444633,True
720575940611449749,True
720575940611454833,True
720575940611462037,True
720575940611469006,True
720575940611474138,True
720575940611477873,True
720575940611482226,True
720575940611489998,True
720575940611493842,True
720575940611498419,True
720575940611502286,True
720575940611506966,True
720575940611509939,True
720575940611514574,True
720575940611521945,True
720575940611527800,True
720575940611533262,True
720575940611538355,True
720575940611544854,True
720575940611549902,True
720575940611553266,True
720575940611558776,True
720575940611563310,True
720575940611568942,True
720575940611576014,True
720575940611578834,True
720575940611586227,True
720575940611591794,True
720575940611597795,True
720575940611602274,True
720575940611606165,True
720575940611609306,True
720575940611613394,True
720575940611617838,True
720575940611623118,True
720575940611628145,True
720575940611637714,True
720575940611642517,True
720575940611646584,True
720575940611651192,True
720575940611658482,True
720575940611663826,True
720575940611667662,True
720575940611671928,True
720575940611675571,True
720575940611681558,True
720575940611686513,True
720575940611693688,True
720575940611697394,True
720575940611703080,True
720575940611709560,True
720575940611715813,True
720575940611723377,True
720575940611726829,True
720575940611733288,True
720575940611739090,True
720575940611742818,True
720575940611748984,True
720575940611754338,True
720575940611758434,True
720575940611763064,True
720575940611768418,True
720575940611773138,True
720575940611779989,True
720575940611783378,True
720575940611789810,True
720575940611795093,True
720575940611802994,True
720575940611806613,True
720575940611811794,True
720575940611814883,True
720575940611821078,True
720575940611828758,True
720575940611831762,True
720575940611836114,True
720575940611839893,True
720575940611844818,True
720575940611849187,True
720575940611854712,True
720575940611858274,True
720575940611862990,True
720575940611866744,True
720575940611872114,True
720575940611875170,True
720575940611880666,True
720575940611886066,True
720575940611892915,True
720575940611899158,True
720575940611904218,True
720575940611909861,True
720575940611916242,True
720575940611924117,True
720575940611928213,True
720575940611932586,True
720575940611935637,True
720575940611939026,True
720575940611943141,True
720575940611947235,True
720575940611951822,True
720575940611958963,True
720575940611962226,True
720575940611967125,True
720575940611972210,True
720575940611981029,True
720575940611985331,True
720575940611990243,True
720575940611994574,True
720575940612002197,True
720575940612008818,True
720575940612014120,True
720575940612019569,True
720575940612025954,True
720575940612030962,True
720575940612033998,True
720575940612040910,True
720575940612046286,True
720575940612049893,True
720575940612054222,True
720575940612059818,True
720575940612065393,True
720575940612068594,True
720575940612076401,True
720575940612080590,True
720575940612083899,True
720575940612090595,True
720575940612095637,True
720575940612099442,True
720575940612104034,True
720575940612106905,True
720575940612110485,True
720575940612115162,True
720575940612122152,True
720575940612127842,True
720575940612131759,True
720575940612137690,True
720575940612142834,True
720575940612149418,True
720575940612153622,True
720575940612160113,True
720575940612166553,True
720575940612171237,True
720575940612179093,True
720575940612183921,True
720575940612190161,True
720575940612194611,True
720575940612196850,True
720575940612201586,True
720575940612205938,True
720575940612209587,True
720575940612216549,True
720575940612221157,True
720575940612228630,True
720575940612235214,True
720575940612238798,True
720575940612244707,True
720575940612248469,True
720575940612250774,True
720575940612255914,True
720575940612260962,True
720575940612267470,True
720575940612273575,True
720575940612277415,True
720575940612281842,True
720575940612286670,True
720575940612290986,True
720575940612294835,True
720575940612298958,True
720575940612303845,True
720575940612306650,True
720575940612310478,True
720575940612315373,True
720575940612319125,True
720575940612322402,True
720575940612326362,True
720575940612330446,True
720575940612333491,True
720575940612337083,True
720575940612340520,True
720575940612344490,True
720575940612348950,True
720575940612355763,True
720575940612361106,True
720575940612366322,True
720575940612372453,True
720575940612375525,True
720575940612379287,True
720575940612383381,True
720575940612387557,True
720575940612394803,True
720575940612400563,True
720575940612404430,True
720575940612407538,True
720575940612412851,True
720575940612417905,True
720575940612420594,True
720575940612423208,True
720575940612427414,True
720575940612432241,True
720575940612435353,True
720575940612439219,True
720575940612444339,True
720575940612448997,True
720575940612454579,True
720575940612459669,True
720575940612463511,True
720575940612468130,True
720575940612471091,True
720575940612473640,True
720575940612478890,True
720575940612485357,True
720575940612488910,True
720575940612491762,True
720575940612496533,True
720575940612499442,True
720575940612504243,True
720575940612507885,True
720575940612512498,True
720575940612519934,True
720575940612522994,True
720575940612526542,True
720575940612531349,True
720575940612534933,True
720575940612537749,True
720575940612542742,True
720575940612547225,True
720575940612549799,True
720575940612554226,True
720575940612559341,True
720575940612563379,True
720575940612566634,True
720575940612570538,True
720575940612574435,True
720575940612579763,True
720575940612583091,True
720575940612588211,True
720575940612593301,True
720575940612598499,True
720575940612602163,True
720575940612607953,True
720575940612614067,True
720575940612619157,True
720575940612621786,True
720575940612627106,True
720575940612630386,True
720575940612633770,True
720575940612638437,True
720575940612644837,True
720575940612647166,True
720575940612650213,True
720575940612655027,True
720575940612659826,True
720575940612664273,True
720575940612668821,True
720575940612672986,True
720575940612678001,True
720575940612680817,True
720575940612684506,True
720575940612686834,True
720575940612692633,True
720575940612695525,True
720575940612699354,True
720575940612702577,True
720575940612708519,True
720575940612713322,True
720575940612718322,True
720575940612723379,True
720575940612727154,True
720575940612730538,True
720575940612733298,True
720575940612737174,True
720575940612740722,True
720575940612743410,True
720575940612748146,True
720575940612754650,True
720575940612758934,True
720575940612763242,True
720575940612766691,True
720575940612770197,True
720575940612775061,True
720575940612778213,True
720575940612780723,True
720575940612786581,True
720575940612790442,True
720575940612796083,True
720575940612801331,True
720575940612805118,True
720575940612811122,True
720575940612815513,True
720575940612819370,True
720575940612822757,True
720575940612829619,True
720575940612833137,True
720575940612837338,True
720575940612841890,True
720575940612845590,True
720575940612848793,True
720575940612851375,True
720575940612855475,True
720575940612858520,True
720575940612861462,True
720575940612863858,True
720575940612868837,True
720575940612874536,True
720575940612878242,True
720575940612881123,True
720575940612886695,True
720575940612891505,True
720575940612894613,True
720575940612896682,True
720575940612903281,True
720575940612907154,True
720575940612909999,True
720575940612915353,True
720575940612918195,True
720575940612921267,True
720575940612923762,True
720575940612927155,True
720575940612930709,True
720575940612933529,True
720575940612937834,True
720575940612939798,True
720575940612942705,True
720575940612946325,True
720575940612950447,True
720575940612955098,True
720575940612959146,True
720575940612963094,True
720575940612967087,True
720575940612969169,True
720575940612972054,True
720575940612975085,True
720575940612977322,True
720575940612980082,True
720575940612984306,True
720575940612986777,True
720575940612989849,True
720575940612991730,True
720575940612994582,True
720575940612998885,True
720575940613003925,True
720575940613006358,True
720575940613009298,True
720575940613013466,True
720575940613017493,True
720575940613021950,True
720575940613029850,True
720575940613035048,True
720575940613039795,True
720575940613050577,True
720575940613053393,True
720575940613059290,True
720575940613063642,True
720575940613066262,True
720575940613071075,True
720575940613074602,True
720575940613079932,True
720575940613085402,True
720575940613089394,True
720575940613093299,True
720575940613097881,True
720575940613102053,True
720575940613107119,True
720575940613110746,True
720575940613116141,True
720575940613119399,True
720575940613121790,True
720575940613126618,True
720575940613130469,True
720575940613137375,True
720575940613140186,True
720575940613142490,True
720575940613145059,True
720575940613148890,True
720575940613151911,True
720575940613154739,True
720575940613160982,True
720575940613163994,True
720575940613169587,True
720575940613175215,True
720575940613183717,True
720575940613188519,True
720575940613191391,True
720575940613194354,True
720575940613201075,True
720575940613206594,True
720575940613212595,True
720575940613217906,True
720575940613221585,True
720575940613225750,True
720575940613229938,True
720575940613234591,True
720575940613238258,True
720575940613242597,True
720575940613248479,True
720575940613252082,True
720575940613255410,True
720575940613258994,True
720575940613262870,True
720575940613268531,True
720575940613272799,True
720575940613278895,True
720575940613284527,True
720575940613288857,True
720575940613292610,True
720575940613298911,True
720575940613302294,True
720575940613307619,True
720575940613315606,True
720575940613323262,True
720575940613327358,True
720575940613332195,True
720575940613337640,True
720575940613339801,True
720575940613347498,True
720575940613353169,True
720575940613355670,True
720575940613360295,True
720575940613364348,True
720575940613369827,True
720575940613374361,True
720575940613379045,True
720575940613384434,True
720575940613386994,True
720575940613391845,True
720575940613398386,True
720575940613402354,True
720575940613408552,True
720575940613412147,True
720575940613415922,True
720575940613419762,True
720575940613425361,True
720575940613428008,True
720575940613429733,True
720575940613432306,True
720575940613434595,True
720575940613439602,True
720575940613442070,True
720575940613447338,True
720575940613452261,True
720575940613455331,True
720575940613463318,True
720575940613467158,True
720575940613471090,True
720575940613474162,True
720575940613478422,True
720575940613481330,True
720575940613485608,True
720575940613489570,True
720575940613492377,True
720575940613496729,True
720575940613500591,True
720575940613504808,True
720575940613509101,True
720575940613513642,True
720575940613517846,True
720575940613522413,True
720575940613526323,True
720575940613527789,True
720575940613530349,True
720575940613533234,True
720575940613538969,True
720575940613544367,True
720575940613548714,True
720575940613551853,True
720575940613557032,True
720575940613560994,True
720575940613567244,True
720575940613575065,True
720575940613580594,True
720575940613586403,True
720575940613590579,True
720575940613593837,True
720575940613598322,True
720575940613601005,True
720575940613603698,True
720575940613606809,True
720575940613609881,True
720575940613613795,True
720575940613618483,True
720575940613622014,True
720575940613626079,True
720575940613629923,True
720575940613633394,True
720575940613636325,True
720575940613640165,True
720575940613644003,True
720575940613647477,True
720575940613652906,True
720575940613659629,True
720575940613664874,True
720575940613668620,True
720575940613672562,True
720575940613676402,True
720575940613682087,True
720575940613685043,True
720575940613686993,True
720575940613690730,True
720575940613695346,True
720575940613700333,True
720575940613706546,True
720575940613709549,True
720575940613713002,True
720575940613718824,True
720575940613726150,True
720575940613732271,True
720575940613737768,True
720575940613743102,True
720575940613747949,True
720575940613752999,True
720575940613757736,True
720575940613762466,True
720575940613768562,True
720575940613772310,True
720575940613776081,True
720575940613779631,True
720575940613784062,True
720575940613787390,True
720575940613792493,True
720575940613796246,True
720575940613799446,True
720575940613803757,True
720575940613808638,True
720575940613814971,True
720575940613819107,True
720575940613825650,True
720575940613829807,True
720575940613834354,True
720575940613840611,True
720575940613845516,True
720575940613851345,True
720575940613859379,True
720575940613864498,True
720575940613867682,True
720575940613873071,True
720575940613878824,True
720575940613885602,True
720575940613891442,True
720575940613896429,True
720575940613902402,True
720575940613906802,True
720575940613916369,True
720575940613922418,True
720575940613927139,True
720575940613933727,True
720575940613939171,True
720575940613942642,True
720575940613945128,True
720575940613956242,True
720575940613961634,True
720575940613967426,True
720575940613973727,True
720575940613978262,True
720575940613981992,True
720575940613987503,True
720575940613994134,True
720575940613999263,True
720575940614004143,True
720575940614009827,True
720575940614014435,True
720575940614019112,True
720575940614026280,True
720575940614032081,True
720575940614037533,True
720575940614045858,True
720575940614049183,True
720575940614052333,True
720575940614056379,True
720575940614060829,True
720575940614064621,True
720575940614071011,True
720575940614078179,True
720575940614087087,True
720575940614093458,True
720575940614098897,True
720575940614103347,True
720575940614107554,True
720575940614113036,True
720575940614116049,True
720575940614120671,True
720575940614123439,True
720575940614125822,True
720575940614131131,True
720575940614137809,True
720575940614143663,True
720575940614150195,True
720575940614155462,True
720575940614160179,True
720575940614166495,True
720575940614171875,True
720575940614176465,True
720575940614181538,True
720575940614186090,True
720575940614190022,True
720575940614192559,True
720575940614196748,True
720575940614200214,True
720575940614205615,True
720575940614208977,True
720575940614212561,True
720575940614215830,True
720575940614219518,True
720575940614222334,True
720575940614227522,True
720575940614231336,True
720575940614235117,True
720575940614239338,True
720575940614245329,True
720575940614250221,True
720575940614255341,True
720575940614259251,True
720575940614268467,True
720575940614273233,True
720575940614276876,True
720575940614280554,True
720575940614282449,True
720575940614284719,True
720575940614291654,True
720575940614295848,True
720575940614298986,True
720575940614301905,True
720575940614306814,True
720575940614309535,True
720575940614311746,True
720575940614314671,True
720575940614318482,True
720575940614323606,True
720575940614327202,True
720575940614332322,True
720575940614336209,True
720575940614340502,True
720575940614342762,True
720575940614347774,True
720575940614351075,True
720575940614355654,True
720575940614361263,True
720575940614365343,True
720575940614368739,True
720575940614374893,True
720575940614378143,True
720575940614382051,True
720575940614385901,True
720575940614389229,True
720575940614392627,True
720575940614396172,True
720575940614401455,True
720575940614404970,True
720575940614411154,True
720575940614414632,True
720575940614418118,True
720575940614422439,True
720575940614427055,True
720575940614430102,True
720575940614434479,True
720575940614440098,True
720575940614443788,True
720575940614448337,True
720575940614454183,True
720575940614461351,True
720575940614465979,True
720575940614469939,True
720575940614474407,True
720575940614478846,True
720575940614484626,True
720575940614488045,True
720575940614495919,True
720575940614503099,True
720575940614509458,True
720575940614514886,True
720575940614519775,True
720575940614525351,True
720575940614528629,True
720575940614531368,True
720575940614540286,True
720575940614544295,True
720575940614547879,True
720575940614551806,True
720575940614555629,True
720575940614559163,True
720575940614562867,True
720575940614569414,True
720575940614572463,True
720575940614574994,True
720575940614579106,True
720575940614582765,True
720575940614587538,True
720575940614590957,True
720575940614596007,True
720575940614601077,True
720575940614604525,True
720575940614606742,True
720575940614610925,True
720575940614614312,True
720575940614617553,True
720575940614621661,True
720575940614625587,True
720575940614629807,True
720575940614633867,True
720575940614635666,True
720575940614639302,True
720575940614643119,True
720575940614647564,True
720575940614650380,True
720575940614654175,True
720575940614658814,True
720575940614662815,True
720575940614666658,True
720575940614670120,True
720575940614673826,True
720575940614676222,True
720575940614678439,True
720575940614682274,True
720575940614684847,True
720575940614688296,True
720575940614692498,True
720575940614695599,True
720575940614699262,True
720575940614704424,True
720575940614708236,True
720575940614711080,True
720575940614713511,True
720575940614716979,True
720575940614719981,True
720575940614723495,True
720575940614726261,True
720575940614728351,True
720575940614732851,True
720575940614735558,True
720575940614737810,True
720575940614741922,True
720575940614744017,True
720575940614747810,True
720575940614751027,True
720575940614755478,True
720575940614759149,True
720575940614762914,True
720575940614768530,True
